id_phrase,phrase,prompt
1592,My back hurts me and i can't bend it or walk,Back pain
1593,I feel heart pain when I walk a lot,Heart hurts
1594,My husband has a spot on his lip that he though was cold sore but now it has broken open and leaks fluid all day.,Infected wound
1595,I had an accident and my wound was open when I arrived to hospital,Open wound
1596,i was watching tv and suddenly have blurry vision,Blurry vision
1597,I feel muscle pain every time I make an extra effort.,Muscle pain
1598,I love to garden but I get a terrible twinge in my lower back when I lean over.,Back pain
1599,I have a headache every time I eat ice cream,Head ache
1600,itch at front and center of scalp,Hair falling out
1601,Every time I comb my hair there are so many hair in my comb.,Hair falling out
1602,"I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now.",Injury from sports
1603,i was watching tv and suddenly have blurry vision,Blurry vision
1604,I have an open wound in my arm,Open wound
1605,my back hurts me a lot,Back pain
1606,"My body feels weak after my first day in the gym, why?",Body feels weak
1607,When I play football I have joint pain.,Joint pain
1608,I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better.,Infected wound
1609,My kneecap feels like it is grating bone on bone when I walk.,Knee pain
1610,I feel pain in my knee when I climb the stairs.,Joint pain
1611,I feel pain when i think of her,Emotional pain
1612,there is acne on my face,Acne
1613,"I have a foot ache in winter, or when it feels cold, why?",Foot ache
1614,"There is an extreme pressure below my belly button at the right, which I feel every time I go out for a jog.",Internal pain
1615,I have a back pain since I fell on the floor.,Back pain
1616,"It's hard to stand up, and I'm moving very slowly",Body feels weak
1617,my neck hurts me and i can't look down or up,Neck pain
1618,My grandson cut his foot on a seashell in the ocean and now the foot is turning gray and is puffy.,Infected wound
1619,I feel like the room is spinning,Feeling dizzy
1620,I lose a lot of my hair,Hair falling out
1621,"Annoyance starts suddenly, often after an injury or exercise.",Knee pain
1622,"i feel hurt, lot of pain in my heart",Emotional pain
1623,I feel increased heart rate with prick,Heart hurts
1624,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.,Infected wound
1625,when i wake up in the morning i feel dizzy,Feeling dizzy
1626,My foot had been aching since last Tuesday.,Foot ache
1627,"I couldn't stop shaking or unclench my jaw, that's how cold I was.",Feeling cold
1628,My kee is swallowing which indicates i have an infected wound,Infected wound
1629,My lungs feel heavy like they are filled with mucus,Cough
1630,I have pimples on my back.,Acne
1631,i have a migrain and i took panadol but it doesnÕt help,Head ache
1632,I've always been very active but now I just don't have the strength or energy to go for even a short walk.,Body feels weak
1633,My body aches on the inside between my hips and shoulders.,Internal pain
1634,I feel like l fell in hot water,Skin issue
1635,I feel a great pain in my shoulder joint and it does not go away,Joint pain
1636,Have severe cold and cough,Cough
1637,i have a problem in my middle ear made by infection,Ear ache
1638,When I stand I feel dizzy I do not know why,Feeling dizzy
1639,My joints feel swollen,Joint pain
1640,My neck has been sore since the accident.,Neck pain
1641,I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk.,Joint pain
1642,I'm not feeling good I get infection wound,Infected wound
1643,i'm injured i can't play sports,Injury from sports
1644,I had a pain in my knee when I was swimming,Knee pain
1645,I have found some issues in my skin and tried to use cream but it doesn't get better,Skin issue
1646,After an hard working day I have foot ache,Foot ache
1647,I feel like I can hardly breathe unless I get what's in my lungs out,Cough
1648,"Every time I make an effort, I felt dizzy.",Feeling dizzy
1649,I feel aching on my insides.,Internal pain
1650,my head hurts me badly,Head ache
1651,Every time it rains I get hives on my belly and sides.,Skin issue
1652,My foot had been aching since last Tuesday.,Foot ache
1653,i have a migrain and i took panadol but it doesnÕt help,Head ache
1654,I have a headache almost every day,Head ache
1655,When I was young I had an injury from sports in my knee.,Injury from sports
1656,i feel dizzy after severe diarrhea,Feeling dizzy
1657,Oh my heart hurts me I tried to be calm and I can't,Heart hurts
1658,"Annoyance starts suddenly, often after an injury or exercise.",Knee pain
1659,My arm hurts when I stretch,Muscle pain
1660,I used to have acne when I was 15 years old,Acne
1661,I have an internal pain I cannot describe,Internal pain
1662,I love to walk and be outside but the bottoms of my feet get sore so quickly.,Foot ache
1663,"Had I stepped on a needle it wouldn't have hurt so much, like this damned spur in my heel.",Foot ache
1664,When I played football I dislocated my shoulder,Injury from sports
1665,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy
1666,I feel joint pain every time I move,Joint pain
1667,My son squeezed a pimple and it broke open only to scab over and now looks like it is infected.,Infected wound
1668,I have a pain internal,Internal pain
1669,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.,Foot ache
1670,I cannot breathe because of this dull ache below my left shoulder.,Heart hurts
1671,stiffness inability to look right or left except by moving the whole body,Neck pain
1672,severe pain in the upper left side of chest and may have pain to back,Heart hurts
1673,I had alot of exercise yesterday so i feel sharp muscle pains,Muscle pain
1674,there is a red stain in my skin,Skin issue
1675,when i was washing my hair it was falling out heavily,Hair falling out
1676,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,Muscle pain
1677,I have this strange rash on my arm.,Skin issue
1678,I often get a sharp pain in my chest and I can't tell what I'm doing that might be triggering it.,Heart hurts
1679,My infected wound caused a fever,Infected wound
1680,It feels like someone stuck a knife into my shoulder,Shoulder pain
1681,When I carry heavy things i feel like breaking my back,Back pain
1682,My knees swell right below the knee cap and hurt when I put weight on them.,Knee pain
1683,my hand open wound got infected,Infected wound
1684,Why is my shoulder aching when I try to pick up the laundry?,Shoulder pain
1685,I can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains.,Foot ache
1686,I have a headache every time I eat ice cream,Head ache
1687,I cannot get warm no matter how much I wrap up or how high I put the heating on,Feeling cold
1688,"My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness.",Emotional pain
1689,In the morning my respiration is loud.,Hard to breath
1690,My shoulder hurts when I try to reach something above my head.,Shoulder pain
1691,My sore isn't healing well and it's been like this for two weeks.,Open wound
1692,My head hurts in the back and the pain lasts all day.,Head ache
1693,My ear is ringing.,Ear ache
1694,Is pimples a skin disease?,Acne
1695,My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to.,Knee pain
1696,i can hardly breathe,Hard to breath
1697,My head is spinning when I get up.,Feeling dizzy
1698,cramps along the whole abdomen,Stomach ache
1699,It hurts when I raise my arm up,Shoulder pain
1700,I made lots and lots of analysis to know the main reason for my stomach ache,Stomach ache
1701,"My body feels weak after my first day in the gym, why?",Body feels weak
1702,My sore looks like its not healing well.,Infected wound
1703,I knocked my foot and it really hurts.,Foot ache
1704,I feel dizzy whenever I stand up.,Feeling dizzy
1705,Oh my heart hurts me I tried to be calm and I can't,Heart hurts
1706,My biceps started aching after I went to the gym,Muscle pain
1707,"I have a blurry vision since I woke up this morning, what could be the reason?",Blurry vision
1708,I have difficulty in breathing in crowded places.,Hard to breath
1709,Chronic bone disease at the level of the doubles of the lower Estremidades,Knee pain
1710,"i was playing basketball yesterday, i have sprained ankle",Injury from sports
1711,My head gets dizzy when I try to get up.,Feeling dizzy
1712,there pain in my foot,Foot ache
1713,I feel a sharp pain in my ankle joint when I stand.,Joint pain
1714,i feel cold,Feeling cold
1715,"I have a blurry vision since I woke up this morning, what could be the reason?",Blurry vision
1716,My knee catches and hurts when I first stand up after sitting.,Knee pain
1717,Sometimes my body feels week without reason,Body feels weak
1718,"My heart hurts while I'm sad, why?",Heart hurts
1719,i have a hard pain in my stomach,Stomach ache
1720,I have a headache almost every day,Head ache
1721,Have severe cold and cough,Cough
1722,I get big patches of irritated pimples on my back and they hurt.,Acne
1723,i feel sad,Emotional pain
1724,My kee is swallowing which indicates i have an infected wound,Infected wound
1725,Is there a cure for acne?,Acne
1726,having difficulty moving my knee,Knee pain
1727,I feel cold when the night comes,Feeling cold
1728,My chest hurts when I go to take a breath,Hard to breath
1729,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.,Infected wound
1730,i have a migrain and i took panadol but it doesnÕt help,Head ache
1731,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,Muscle pain
1732,I've always been very active but now I just don't have the strength or energy to go for even a short walk.,Body feels weak
1733,"i can't walk, my knee hurts me",Knee pain
1734,i feel that is great pain in my left shoulder,Shoulder pain
1735,My hair always falls out and i have lost a lot of hair lately,Hair falling out
1736,i have a problem in my middle ear made by infection,Ear ache
1737,longitudinal burning line across back with hard respiratory movements,Back pain
1738,"There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens.",Hard to breath
1739,i have severe dry cough,Cough
1740,i have pain like needles in my joints.,Joint pain
1741,I feel like l fell in hot water,Skin issue
1742,"Every time I make an effort, I felt dizzy.",Feeling dizzy
1743,I have found some issues in my skin and tried to use cream but it doesn't get better,Skin issue
1744,My body feels like it's in a refrigerator.,Feeling cold
1745,I always feel like I have menstrual pains even if I don't have my period.,Internal pain
1746,I have difficulty in breathing in crowded places.,Hard to breath
1747,The severe pain in the stomach I feel,Stomach ache
1748,I feel a sharp pain in my head when I think too hard.,Head ache
1749,I have a foot ache although I don't walk a lot.,Foot ache
1750,chronic disease of hair follicles and sebaceous glands.,Acne
1751,I don't have problems taking in breath but out breath is so heavy,Hard to breath
1752,I can't walk because i have a great foot ache,Foot ache
1753,I have internal pain whenever I come down with a cold.,Internal pain
1754,My knee hurts when I walk,Knee pain
1755,My knee is hurting so badly.,Joint pain
1756,i can't ride my car at night because i have blurry vision.,Blurry vision
1757,I feel pain in my shoulders when I write on the keyboard.,Shoulder pain
1758,I can't stop coughing,Cough
1759,I had a cold the last time I travelled by plane and I still have a discomfort in my ears.,Ear ache
1760,Mr hair is falling out just by combing it.,Hair falling out
1761,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy
1762,I feel dizzy whenever I stand up.,Feeling dizzy
1763,I can`t stop coughing.,Cough
1764,I'm feeling nauseous,Stomach ache
1765,"when i get up, i feel dizzy and fall down.",Feeling dizzy
1766,i feel pain in my body,Internal pain
1767,The acne was causing me to feel embarrassed.,Acne
1768,"I am always cold, even when I am wearing layers",Feeling cold
1769,I feel pain in my head with a vertigo,Head ache
1770,when i was washing my hair it was falling out heavily,Hair falling out
1771,My infected wound caused a fever,Infected wound
1772,My head hurts when I'm doing this.,Head ache
1773,There feels like a swollen knot at my shoulderblade with pain shooting from that,Shoulder pain
1774,I love to walk and be outside but the bottoms of my feet get sore so quickly.,Foot ache
1775,My ear ache when I'm listening to music.,Ear ache
1776,i'm injured i can't play sports,Injury from sports
1777,I have a foot ache although I don't walk a lot.,Foot ache
1778,I feel shoulder pain at intervals of time.,Shoulder pain
1779,"I get tired too fast, I can barely put on my clothes in the morning.",Body feels weak
1780,i feel pain in my body,Internal pain
1781,I just can't seem to get warm.  Even when everyone around me is warm I always feel cold.,Feeling cold
1782,When i eat i feel my stomach hurts,Stomach ache
1783,My grandmother last year went to hospital because she was having a hard time breathing,Hard to breath
1784,I can't see the sign I have a blurry vision,Blurry vision
1785,My muscle in my shoulder burns when I move my arm.,Muscle pain
1786,I have a feeling like my whole body is complaining,Joint pain
1787,I think my body temperature is very low.,Feeling cold
1788,i have a pain in my trapes,Muscle pain
1789,My upper back has been sore for a week.,Back pain
1790,My knees ache on cold and rainy days.,Knee pain
1791,My knee feels weak and it gave way the other day at the top of the stairs.  Luckily there was a rail to hold on to.,Knee pain
1792,What's the symptoms of appendicitis?,Internal pain
1793,It itches inside my ears.,Ear ache
1794,There is a tingling sensation in my neck.,Neck pain
1795,I think there's fluid in my ears.,Ear ache
1796,I can't turn my neck to the left without feeling a stabbing pain,Neck pain
1797,"My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away.",Acne
1798,When i'm doing sport I have pain under my skin,Muscle pain
1799,"When I walk up a flight of stairs, my right knee hurts.",Knee pain
1800,When i'm driving my eyes see in double,Blurry vision
1801,I have shooting pains up and down my back.,Back pain
1802,I have the impression of having no strength in my body,Body feels weak
1803,How do you know if you have a torn meniscus in your knee?,Knee pain
1804,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.,Head ache
1805,I have pain in my chest that saddens me.,Heart hurts
1806,In the morning my respiration is loud.,Hard to breath
1807,I have a cut that is red and swollen.,Infected wound
1808,I've got a hard time to breath- am I having a heart attack?,Hard to breath
1809,"Even if the temperature is high in the house,  my body is always cold",Feeling cold
1810,My shoulder hurts when I try to reach something above my head.,Shoulder pain
1811,I have shooting pains up and down my back.,Back pain
1812,My head hurts whenever I try to do something.,Head ache
1813,The pain feels like it's right below the skin,Muscle pain
1814,My knee hurts when I walk,Knee pain
1815,There is this pain that radiates from my chest up to my left arm.,Heart hurts
1816,I get clusters of whiteheads and blackheads on my back.,Acne
1817,discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen.,Internal pain
1818,I have tried to make massage on my foot but they still pain me,Foot ache
1819,I have a foot ache although I don't walk a lot.,Foot ache
1820,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder,Shoulder pain
1821,When i eat i feel my stomach hurts,Stomach ache
1822,I had a cold the last time I travelled by plane and I still have a discomfort in my ears.,Ear ache
1823,I feel shoulder pain at intervals of time.,Shoulder pain
1824,"My hair is falling without a reason, I can see a lot of hair on my working desk.",Hair falling out
1825,"can't do any exercise, i feel weak",Body feels weak
1826,I have throbing in my shoulder,Shoulder pain
1827,Hearing any loud sounds makes my ear aches,Ear ache
1828,I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk.,Joint pain
1829,I had a pain in my knee when I was swimming,Knee pain
1830,I can't do anything I feel a weak in my body,Body feels weak
1831,Every time I look to left I feel a sharp pain in my neck.,Neck pain
1832,There are some pimples on my face that bother me a lot,Acne
1833,When I wake up in the morning I feel a soreness in my body,Muscle pain
1834,I have pain in my stomach,Stomach ache
1835,"It started as a tinnitus, but today the pain is throbbing and unbearable.",Ear ache
1836,My wound opened up again,Open wound
1837,I was very active in sports but now my body is feeling pain.,Injury from sports
1838,I feel pain in my back,Back pain
1839,My son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected.,Infected wound
1840,I feel strong pain in my knee after it was hit during the football match.,Injury from sports
1841,I have a dull ache in  my lower back which makes it difficult to move,Back pain
1842,There is a sharp pain in my bicep,Muscle pain
1843,My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected.,Infected wound
1844,There's swelling in my neck and it hurts.,Neck pain
1845,When I stand up too quickly I feel as though I'm going to faint.,Feeling dizzy
1846,When I go to sleep I am feeling cold,Feeling cold
1847,"I think there's something wrong with my wound, it does not seem to heal like it should.",Infected wound
1848,"I am worried how cold intolerant I am, I am always shivering, even out in the sun.",Feeling cold
1849,I stopped sports because I get Injury from sports,Injury from sports
1850,My shoulder hurts when I try to reach something above my head.,Shoulder pain
1851,My heart is pumping fast and I'm having a hard time to breath.,Hard to breath
1852,All of a sudden I felt dizzy when I stood up.,Feeling dizzy
1853,i have a problem in my back i cannot extend it,Back pain
1854,My sore isn't healing well and it's been like this for two weeks.,Open wound
1855,I have dark spots on my skin,Skin issue
1856,My head hurts in the back and the pain lasts all day.,Head ache
1857,I feel pain in my ears with tinnitus,Ear ache
1858,I have a sharp pain in my lower stomach.,Stomach ache
1859,My sore looks like its not healing well.,Infected wound
1860,i have a problem in seeing objects it is too difficult to see,Blurry vision
1861,The crushing sensation on my heart leaves me breathless.,Heart hurts
1862,severe pain in the upper left side of chest and may have pain to back,Heart hurts
1863,I feel joint pain every time I move,Joint pain
1864,Every time I comb my hair there are so many hair in my comb.,Hair falling out
1865,I felt my heart hurts when I ran for along distance,Heart hurts
1866,I love to garden but I get a terrible twinge in my lower back when I lean over.,Back pain
1867,I have a throbbing in my joints,Joint pain
1868,I feel a great pain in my shoulder when i try to lift something heavy,Shoulder pain
1869,"When I move my shoulder, it's like lightning is being sent through my shoulder",Shoulder pain
1870,"i can't move my leg, there is pain in the joint",Joint pain
1871,I feel congestion in my chest,Cough
1872,Sometimes I cough because I'm a smoker,Cough
1873,My shower drain is full of hair every time.,Hair falling out
1874,My skin is itching.,Skin issue
1875,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.,Infected wound
1876,I'm not good i feel dizzy,Feeling dizzy
1877,I feel depressed when I see my hair falling out,Hair falling out
1878,I get terrible headaches every few months and when I get them my vision is affected.,Head ache
1879,I fell a stiffness in my elbows and shoulders,Joint pain
1880,I have a pain in my joint,Joint pain
1881,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder,Shoulder pain
1882,I have a hair shortage,Hair falling out
1883,I have acne all over my face,Acne
1884,My grandmother last year went to hospital because she was having a hard time breathing,Hard to breath
1885,Have severe cold and cough,Cough
1886,My kee is swallowing which indicates i have an infected wound,Infected wound
1887,Everything looks like beeing in a smoky area.,Blurry vision
1888,I feel like the world goes round and round,Feeling dizzy
1889,My back hurts a lot when I bend,Back pain
1890,I feel sad like hurt or pain,Emotional pain
1891,I always feel like I have menstrual pains even if I don't have my period.,Internal pain
1892,I feel a great pain in my shoulder joint and it does not go away,Joint pain
1893,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.,Head ache
1894,I feel a great amount of pressure on the sides of my neck,Shoulder pain
1895,I feel aching on my insides.,Internal pain
1896,I feel like something is squeezing my lungs.,Hard to breath
1897,My chest hurts when I go to take a breath,Hard to breath
1898,i hit the ground when trying to shoot a basketball,Injury from sports
1899,The joints in my fingers are painful in the morning.,Joint pain
1900,i feel sad,Emotional pain
1901,"my child has cough all night, she can't sleep",Cough
1902,I feel like I've always got something in my throat,Cough
1903,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back.",Injury from sports
1904,I feel emotionally crushed,Emotional pain
1905,I get big patches of irritated pimples on my back and they hurt.,Acne
1906,Sometimes my body feels week without reason,Body feels weak
1907,My neck has been sore since the accident.,Neck pain
1908,I think I sprained my ankle it really hurts.,Injury from sports
1909,I have some pain when i'm walking around my knees,Joint pain
1910,I get chills and aches all over.,Feeling cold
1911,My skin is very dry and peeling.,Skin issue
1912,In the morning my respiration is loud.,Hard to breath
1913,I was very active in sports but now my body is feeling pain.,Injury from sports
1914,My hair is falling out in bunches.,Hair falling out
1915,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.,Head ache
1916,I think there's fluid in my ears.,Ear ache
1917,When I get out of bed in the morning my body feels very weak.,Body feels weak
1918,Since I went into the forest  I have pain on my ear,Ear ache
1919,It itches inside my ears.,Ear ache
1920,When i'm driving my eyes see in double,Blurry vision
1921,When I play sports  I have some burning sensation in my spine,Back pain
1922,"I am struggling to bear weight on my knee, when i stand straight I feel and hear a loud popping noise.",Knee pain
1923,is my cut infected or just healing?,Infected wound
1924,My head hurts in the back and the pain lasts all day.,Head ache
1925,I have shooting pains up and down my back.,Back pain
1926,I've been over my cold for weeks but still cough every day.,Cough
1927,My shoulder hurts when I try to reach something above my head.,Shoulder pain
1928,I can't turn my neck to the left without feeling a stabbing pain,Neck pain
1929,My knees seem to grind as I go up or down stairs.,Knee pain
1930,I have pain in my chest that saddens me.,Heart hurts
1931,I feel really sad all the time.,Emotional pain
1932,My arm hurts when I stretch,Muscle pain
1933,I feel pain in my heart when I wake up,Heart hurts
1934,I don't have full range of motion with my arms,Shoulder pain
1935,I have throbing in my shoulder,Shoulder pain
1936,I can't stand up or sit down I have a pain in my back that annoys me,Back pain
1937,I travelled by plane a few days ago and this time during landing my ears remained clogged and painful.,Ear ache
1938,"When I move on my shoulder, pain shoots down my arm",Shoulder pain
1939,I get a knee pain when I walk a lot,Knee pain
1940,I feel something hurt me in taking breath and I cant take my breath,Hard to breath
1941,I feel pain when i think of her,Emotional pain
1942,My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down.,Hard to breath
1943,Yesterday I had a shouder pain,Shoulder pain
1944,When I wake up I am feeling cold,Feeling cold
1945,I feel a huge emotional pain after I broke up with my girlfriend.,Emotional pain
1946,When get up I found that I have a stomach ache  and I tried to take medecine but my stomach still hurting me,Stomach ache
1947,I feel pain in my neck after waking up,Neck pain
1948,"I cough a lot when I smell perfume, what is wrong with my lungs?",Cough
1949,I feel pain inside I do not know what it is,Internal pain
1950,My head hurts whenever I try to do something.,Head ache
1951,i feel pain in my neck,Neck pain
1952,I had a collision while playing soccer.  My knee buckled and now it's unstable.,Injury from sports
1953,"My left ear is ok, but the right one feels like it's being stabbed with a nail.",Ear ache
1954,I feel heart pain when I walk a lot,Heart hurts
1955,The pain feels like it's right below the skin,Muscle pain
1956,I don't have the energy to do the things that I used to,Body feels weak
1957,I often get a stomach ache after I eat.  I haven't been able to pinpoint which foods might be the trigger.,Stomach ache
1958,"I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help.",Muscle pain
1959,I'm not feeling good I get infection wound,Infected wound
1960,I'm feeling nauseous,Stomach ache
1961,my left side aches much,Internal pain
1962,Hearing any loud sounds makes my ear aches,Ear ache
1963,He was discovered to have an open wound.,Open wound
1964,When i get up i see my skin vague,Skin issue
1965,I was playing soccer and I twisted my ankle,Injury from sports
1966,I have a feeling like my whole body is complaining,Joint pain
1967,I think I overdid it when I carried all that lumber from the yard. My lower back is killing me.,Back pain
1968,I have a blurry vision after my head was hit yesterday.,Blurry vision
1969,i am having problems seeing things feel like a cloud on my eyes everything is blurry,Blurry vision
1970,I had a cold the last time I travelled by plane and I still have a discomfort in my ears.,Ear ache
1971,red flushes accompanied with itchy,Skin issue
1972,"It started as a tinnitus, but today the pain is throbbing and unbearable.",Ear ache
1973,"i have whooping cough with excess mucous, need mucolytic.",Cough
1974,"When I stand up, I feel like I'm going to fall down instantly",Feeling dizzy
1975,I feel pain in my neck after waking up,Neck pain
1976,"after playing football, i have muscle pain with my both legs.",Muscle pain
1977,My lungs feel heavy like they are filled with mucus,Cough
1978,My back is hurting so much.,Back pain
1979,I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again.,Neck pain
1980,I have a headache almost every day,Head ache
1981,I notice a lot more hair coming out than usual when I brush my hair,Hair falling out
1982,My hair always falls out and i have lost a lot of hair lately,Hair falling out
1983,I feel sad like hurt or pain,Emotional pain
1984,My shoulder aches when I try to lift five pounds.,Shoulder pain
1985,My muscles feel tired,Body feels weak
1986,i hit the ground when trying to shoot a basketball,Injury from sports
1987,I feel like I can hardly breathe unless I get what's in my lungs out,Cough
1988,My foot is hurting so much.,Foot ache
1989,"There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens.",Hard to breath
1990,Sometimes my body feels week without reason,Body feels weak
1991,In highschool I had a lot of acne.,Acne
1992,I feel abdominal pain,Stomach ache
1993,I feel cold when the night comes,Feeling cold
1994,cramps along the whole abdomen,Stomach ache
1995,"My body feels weak although I eat a lot, why?",Body feels weak
1996,Everything looks like beeing in a smoky area.,Blurry vision
1997,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back.",Injury from sports
1998,I feel pain in the knee when walking,Knee pain
1999,Have severe cold and cough,Cough
2000,I had internal pain and gases when I ate indian spicy food yesterday,Internal pain
2001,The feeling of coughing increases in winter's reach,Cough
2002,After an hard working day I have foot ache,Foot ache
2003,I have a foot ache after running 500m with my running shoes.,Foot ache
2004,I feel a great amount of pressure on the sides of my neck,Shoulder pain
2005,I feel emotionally crushed,Emotional pain
2006,When I stand I feel dizzy I do not know why,Feeling dizzy
2007,My body aches on the inside between my hips and shoulders.,Internal pain
2008,My ear hurts when I touch it.,Ear ache
2009,"You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously.",Infected wound
2010,I can't do anything I feel a weak in my body,Body feels weak
2011,I have a sharp pain and clicking sound in my ankle joint when I try to stand on it and walk.,Joint pain
2012,"i can't walk, my knee hurts me",Knee pain
2013,I feel pain in the knee,Knee pain
2014,"after playing football, i have muscle pain with my both legs.",Muscle pain
2015,My kee is swallowing which indicates i have an infected wound,Infected wound
2016,I suffered a deep wound in my hand and I can not stop the bleeding,Infected wound
2017,i have severe dry cough,Cough
2018,My back is hurting so much.,Back pain
2019,My knee hurts when I play squash,Knee pain
2020,I feel dizzy whenever I stand up.,Feeling dizzy
2021,"My daughter was bit by her cat and now her hand is sore, red and swollen and the wound is oozing liquid.",Infected wound
2022,I'm having a hard time hearing.,Ear ache
2023,"My hair is coming out in chunks, especially when I wash it",Hair falling out
2024,When I stand up too quick my vision is blurry.,Blurry vision
2025,"My head hurts and I lose the sensation in my face, then lose sight in my eye",Head ache
2026,i can't breath because of  Cough,Cough
2027,I feel a great amount of pressure of my head.,Head ache
2028,When I remember her I feel down,Emotional pain
2029,When I stand up too quickly I start to feel dizzy and light-headed,Feeling dizzy
2030,I have a dull ache in  my lower back which makes it difficult to move,Back pain
2031,I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns.,Infected wound
2032,When I wake up in the morning I feel a soreness in my body,Muscle pain
2033,I have pain in my stomach,Stomach ache
2034,Even though I'm an adult my face keeps breaking out in pimples.,Acne
2035,I can hardly move my neck.  It hurts.,Neck pain
2036,I had a sharp pain in my stomach,Stomach ache
2037,I get an ear ache when it is cold,Ear ache
2038,i have a great pain in my foot like thrombing pain with relaxing my pain releif,Foot ache
2039,When i'm awake in the morning I feel strange and have vertigo,Feeling dizzy
2040,i have a strong shoulder pain,Shoulder pain
2041,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.,Ear ache
2042,The pain in my back dwwls like a sharp knife in it,Back pain
2043,I made lots and lots of analysis to know the main reason for my stomach ache,Stomach ache
2044,I feel like there is something swollen and inflamed at the back of my knee.,Knee pain
2045,When I stand up too quickly I feel as though I'm going to faint.,Feeling dizzy
2046,I broke my ankle while doing rock climbing in the Carpathians.,Injury from sports
2047,I get clusters of pimples on my face that never go away.,Acne
2048,I feel a pain in my back when I sit on a chair for long.,Back pain
2049,I have a cold and it makes me cough alot,Cough
2050,I can't move my head up and down.,Neck pain
2051,There is a sharp pain in my bicep,Muscle pain
2052,There is a sharp pain in my calve.,Muscle pain
2053,I feel deep Tingling when I touch Acne followed by bad sensation,Acne
2054,When I walk it's hard to breath.,Hard to breath
2055,When I go to sleep I am feeling cold,Feeling cold
2056,i can't move my shoulder because of pain,Shoulder pain
2057,Pain in the large neck,Neck pain
2058,My daughter had her ears pierced and one of her ear lobes is bright red and burning hot.,Infected wound
2059,These red spots on my cheeks are new. What is it?,Skin issue
2060,My head is spinning when I get up.,Feeling dizzy
2061,I feel like the world goes round and round,Feeling dizzy
2062,I toppled over while jumping to catch the ball.,Injury from sports
2063,The arches of my feet hurt when I wear heels,Foot ache
2064,My foot had been aching since last Tuesday.,Foot ache
2065,standing less than five minutes and my back start to ache,Back pain
2066,When I remember her I feel down,Emotional pain
2067,"I can't hear out of my ear properly, I feel like there is something in it causing irritation.",Ear ache
2068,I've got a hard time to breath- am I having a heart attack?,Hard to breath
2069,All my body is in a bad case and i need a good treatment,Joint pain
2070,i have a great pain in my foot like thrombing pain with relaxing my pain releif,Foot ache
2071,"I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open",Open wound
2072,I have a skin rash after eating an ice-cream.,Skin issue
2073,my temperature dropped and my body get synosed,Feeling cold
2074,I get an ear ache when it is cold,Ear ache
2075,My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped.,Ear ache
2076,My skin is itchy and inflamed,Skin issue
2077,When I stand up too quick my vision is blurry.,Blurry vision
2078,Sharp pain and heavy breathing,Internal pain
2079,I made lots and lots of analysis to know the main reason for my stomach ache,Stomach ache
2080,I visited many doctors but they can't find the right treatment toget my hair back,Hair falling out
2081,I have a sharp pain in my ear,Ear ache
2082,I have a pain that radiates up from my right hip to my rib cage.  It is at it's worst when I urinate.,Internal pain
2083,I have a sharp pain in my abdomen.,Internal pain
2084,I'm in need for a treatment for my hair fall,Hair falling out
2085,"My body feels weak after my first day in the gym, why?",Body feels weak
